id,startTime,origin,destination,totalPower,graph,minimumCapacity,chargeLevelInterval,optimizedCost,optimizedCostDuration,optimizedDuration,optimizedDurationFinancialCost,endTime,error
ce6feda1dff,1.68512E+12,"{""latitude"":59.506802965587276,""longitude"":13.621723247160174}","{""latitude"":56.86862704298669,""longitude"":15.56705995014489}",48334.23699,,43,50,,,,,,
fc2bab7a1fd,1.6849E+12,"{""latitude"":59.42008855044568,""longitude"":15.19199561254686}","{""latitude"":56.685737888030104,""longitude"":13.275929408387357}",48679.62423,,43,50,,,,,,
79dde2a1bb9,1.68453E+12,"{""latitude"":58.27758435417991,""longitude"":12.148384488058314}","{""latitude"":59.75535985295946,""longitude"":17.801919531355523}",48983.45785,,,,,,,,1.68453E+12,{}
dced96790c5,1.68511E+12,"{""latitude"":58.638250392178705,""longitude"":12.954144717879688}","{""latitude"":60.32650329623969,""longitude"":18.16113946000108}",49163.86614,,43,50,,,,,,
dfd5b939d22,1.68486E+12,"{""latitude"":58.9527395377551,""longitude"":15.125154482142776}","{""latitude"":56.090168685718,""longitude"":13.887667067223553}",49170.59701,,43,50,,,,,,
9651f0837a5,1.6845E+12,"{""latitude"":56.20215923508973,""longitude"":12.983631445447251}","{""latitude"":58.80703182441907,""longitude"":14.898160342489717}",49457.56114,,43,50,198.4894659,22752.95124,,,,
282dcfd40a0,1.68511E+12,"{""latitude"":58.68130862600846,""longitude"":15.363990855947591}","{""latitude"":55.90126911351679,""longitude"":14.058612541145294}",49857.94621,,43,50,206.0538442,24475.32335,,,,
17d57f61531,1.68489E+12,"{""latitude"":58.674160568296266,""longitude"":11.301747402889841}","{""latitude"":59.52131048802412,""longitude"":16.928288374842523}",49955.9921,,43,50,,,,,1.68489E+12,
830515fdcfd,1.68513E+12,"{""latitude"":56.27879833327466,""longitude"":12.838603091170066}","{""latitude"":58.430411986027714,""longitude"":15.926162823678382}",50004.10501,,43,50,,,,,,
8de6775b2be,1.68451E+12,"{""latitude"":57.1227500915947,""longitude"":16.243569908131896}","{""latitude"":59.25272243526946,""longitude"":12.934942085268723}",50466.0339,,43,50,209.4773195,30524.40471,30201.22672,252.2710421,1.68451E+12,
d09b14d0e56,1.68498E+12,"{""latitude"":58.19706407571474,""longitude"":11.652692479545953}","{""latitude"":58.58652087273932,""longitude"":16.64398322493911}",50511.19228,,43,50,,,,,,
794cf2be272,1.68512E+12,"{""latitude"":58.68138129875017,""longitude"":11.635414845766055}","{""latitude"":59.16840564137456,""longitude"":17.245206054807134}",50758.95168,,43,50,,,,,,
0d30f5b1f9f,1.68513E+12,"{""latitude"":57.294268872500446,""longitude"":15.562829547714959}","{""latitude"":59.942523097663916,""longitude"":17.93597658525865}",51206.4815,,43,50,172.8226558,29859.26434,,,,
